ID;Name;Year Published;Min Players;Max Players;Play Time;Min Age;Users Rated;Rating Average;BGG Rank;Complexity Average;Owned Users;Mechanics;Domains
123;Flinch;1903;1;8;20;7;415;5,23;19890;1,14;1778;Set Collection;Family Games
124;500;1904;2;6;30;8;468;6,93;3514;2,04;371;Team-Based Game;Family Games
124;500;1904;2;6;30;8;468;6,93;3514;2,04;371;Trick-taking;Family Games
125;Rook;1906;2;6;45;8;2543;6,41;2341;1,87;7536;Auction/Bidding;Family Games
125;Rook;1906;2;6;45;8;2543;6,41;2341;1,87;7536;Card Drafting;Family Games
125;Rook;1906;2;6;45;8;2543;6,41;2341;1,87;7536;Hand Management;Family Games
125;Rook;1906;2;6;45;8;2543;6,41;2341;1,87;7536;Team-Based Game;Family Games
125;Rook;1906;2;6;45;8;2543;6,41;2341;1,87;7536;Trick-taking;Family Games
126;Gin Rummy;1909;2;2;30;8;1210;6,28;3477;1,70;742;Set Collection;Family Games
127;Laska;1911;2;2;30;0;85;6,72;9828;2,57;166;Grid Movement;Abstract Games
128;Little Wars;1913;2;12;90;12;57;6,94;10556;3;133;Measurement Movement;Children's Games, Wargames
128;Little Wars;1913;2;12;90;12;57;6,94;10556;3;133;Simulation;Children's Games, Wargames
129;Uncle Wiggily;1916;2;4;30;4;316;4,08;20259;1,03;619;Roll / Spin and Move;Children's Games
130;Dover Patrol;1919;2;2;180;12;63;6,11;13927;2,11;122;Grid Movement;Wargames
130;Dover Patrol;1919;2;2;180;12;63;6,11;13927;2,11;122;Memory;Wargames
130;Dover Patrol;1919;2;2;180;12;63;6,11;13927;2,11;122;Secret Unit Deployment;Wargames
130;Dover Patrol;1919;2;2;180;12;63;6,11;13927;2,11;122;Square Grid;Wargames
131;Pogs;1920;2;0;5;0;225;3,79;20255;1,38;170;Set Collection;Children's Games
132;Bridge;1925;4;4;60;12;2891;7,46;696;3,86;1852;Auction/Bidding;Abstract Games, Strategy Games
132;Bridge;1925;4;4;60;12;2891;7,46;696;3,86;1852;Hand Management;Abstract Games, Strategy Games
132;Bridge;1925;4;4;60;12;2891;7,46;696;3,86;1852;Predictive Bid;Abstract Games, Strategy Games
132;Bridge;1925;4;4;60;12;2891;7,46;696;3,86;1852;Team-Based Game;Abstract Games, Strategy Games
132;Bridge;1925;4;4;60;12;2891;7,46;696;3,86;1852;Trick-taking;Abstract Games, Strategy Games
132;Bridge;1925;4;4;60;12;2891;7,46;696;3,86;1852;Turn Order: Claim Action;Abstract Games, Strategy Games
132;Bridge;1925;4;4;60;12;2891;7,46;696;3,86;1852;Turn Order: Progressive;Abstract Games, Strategy Games
133;Elfer raus!;1925;2;6;30;7;501;5,17;20074;1,10;1250;Hand Management;Family Games
134;Tri-Tactics;1925;2;2;240;12;69;6,43;11738;2,50;120;Secret Unit Deployment;Wargames
135;Trap the Cap;1927;2;6;30;6;315;4,85;20126;1,11;602;Roll / Spin and Move;Children's Games
136;Cootie;1927;2;4;20;3;919;3,35;20329;1,02;1309;Dice Rolling;Children's Games
136;Cootie;1927;2;4;20;3;919;3,35;20329;1,02;1309;Set Collection;Children's Games
137;Sorry!;1929;2;4;30;6;5856;4,52;20331;1,16;9740;Roll / Spin and Move;Children's Games, Family Games
137;Sorry!;1929;2;4;30;6;5856;4,52;20331;1,16;9740;Take That;Children's Games, Family Games
138;Oh Hell!;1930;3;7;30;10;1180;6,85;2140;1,75;699;Trick-taking;Family Games
139;Camelot;1930;2;2;15;8;275;6,71;5753;2,35;801;Grid Movement;Abstract Games
139;Camelot;1930;2;2;15;8;275;6,71;5753;2,35;801;Square Grid;Abstract Games
139;Camelot;1930;2;2;15;8;275;6,71;5753;2,35;801;Static Capture;Abstract Games
140;Wahoo;1930;4;6;45;0;60;5,25;18144;1,25;94;Roll / Spin and Move;Abstract Games
140;Wahoo;1930;4;6;45;0;60;5,25;18144;1,25;94;Team-Based Game;Abstract Games
141;Po-Ke-No;1930;2;13;10;8;196;4,65;20091;1,05;710;Betting and Bluffing;Party Games
141;Po-Ke-No;1930;2;13;10;8;196;4,65;20091;1,05;710;Set Collection;Party Games
142;Nertz;1930;2;6;60;7;366;6,39;5505;1,25;486;Set Collection;Family Games
143;Belote;1930;2;4;20;8;224;6,65;6059;2,57;216;Team-Based Game;Abstract Games
143;Belote;1930;2;4;20;8;224;6,65;6059;2,57;216;Trick-taking;Abstract Games
144;Battleship;1931;2;2;30;8;8571;4,65;20324;1,22;13196;Paper-and-Pencil;Children's Games
144;Battleship;1931;2;2;30;8;8571;4,65;20324;1,22;13196;Secret Unit Deployment;Children's Games
145;The Laughing Pig;1932;2;4;15;4;40;4,25;19224;1;111;Dice Rolling;Children's Games
145;The Laughing Pig;1932;2;4;15;4;40;4,25;19224;1;111;Set Collection;Children's Games
146;Rod Hockey;1932;2;4;20;0;345;7,27;3612;1,47;266;Simulation;Family Games
147;Monopoly;1933;2;8;180;8;28999;4,39;20337;1,65;40255;Auction/Bidding;Family Games
147;Monopoly;1933;2;8;180;8;28999;4,39;20337;1,65;40255;Income;Family Games
147;Monopoly;1933;2;8;180;8;28999;4,39;20337;1,65;40255;Loans;Family Games
147;Monopoly;1933;2;8;180;8;28999;4,39;20337;1,65;40255;Lose a Turn;Family Games
147;Monopoly;1933;2;8;180;8;28999;4,39;20337;1,65;40255;Player Elimination;Family Games
147;Monopoly;1933;2;8;180;8;28999;4,39;20337;1,65;40255;Roll / Spin and Move;Family Games
147;Monopoly;1933;2;8;180;8;28999;4,39;20337;1,65;40255;Set Collection;Family Games
147;Monopoly;1933;2;8;180;8;28999;4,39;20337;1,65;40255;Stock Holding;Family Games
147;Monopoly;1933;2;8;180;8;28999;4,39;20337;1,65;40255;Track Movement;Family Games
147;Monopoly;1933;2;8;180;8;28999;4,39;20337;1,65;40255;Trading;Family Games
148;Magic Robot Quiz Game;1935;1;0;0;7;39;3,88;19447;1;94;Memory;Children's Games
149;Hexagonal Chess;1936;2;2;40;10;36;7,07;14574;4;46;Grid Movement;Abstract Games
150;Go to the Head of the Class;1936;2;6;45;6;320;4,60;20200;1,22;622;Roll / Spin and Move;Children's Games
151;Tripoley;1937;2;9;60;8;799;5,54;17191;1,48;1968;Betting and Bluffing;Family Games
152;Stock Ticker;1937;2;6;45;9;385;5,64;15384;1,52;600;Commodity Speculation;Family Games
152;Stock Ticker;1937;2;6;45;9;385;5,64;15384;1,52;600;Stock Holding;Family Games
153;Spades;1938;4;4;60;10;2094;6,75;1713;2,03;1234;Auction/Bidding;Family Games
153;Spades;1938;4;4;60;10;2094;6,75;1713;2,03;1234;Predictive Bid;Family Games
153;Spades;1938;4;4;60;10;2094;6,75;1713;2,03;1234;Team-Based Game;Family Games
153;Spades;1938;4;4;60;10;2094;6,75;1713;2,03;1234;Trick-taking;Family Games
154;Totopoly;1938;2;6;90;8;412;6,06;7149;1,93;781;Auction/Bidding;Family Games, Strategy Games
154;Totopoly;1938;2;6;90;8;412;6,06;7149;1,93;781;Betting and Bluffing;Family Games, Strategy Games
154;Totopoly;1938;2;6;90;8;412;6,06;7149;1,93;781;Events;Family Games, Strategy Games
154;Totopoly;1938;2;6;90;8;412;6,06;7149;1,93;781;Modular Board;Family Games, Strategy Games
154;Totopoly;1938;2;6;90;8;412;6,06;7149;1,93;781;Roll / Spin and Move;Family Games, Strategy Games
154;Totopoly;1938;2;6;90;8;412;6,06;7149;1,93;781;Stock Holding;Family Games, Strategy Games
155;Buccaneer;1938;2;6;90;8;331;5,97;8639;1,40;608;Pick-up and Deliver;Family Games
155;Buccaneer;1938;2;6;90;8;331;5,97;8639;1,40;608;Trading;Family Games
156;Canasta;1939;2;6;45;12;1166;6,39;3253;2,14;1379;Hand Management;Abstract Games, Family Games
156;Canasta;1939;2;6;45;12;1166;6,39;3253;2,14;1379;Set Collection;Abstract Games, Family Games
157;Contack;1939;2;7;10;10;58;5,28;17884;1,44;261;Tile Placement;Abstract Games
158;Game of the States;1940;2;4;30;8;184;4,70;20051;1,41;470;Pick-up and Deliver;Children's Games, Family Games
158;Game of the States;1940;2;4;30;8;184;4,70;20051;1,41;470;Roll / Spin and Move;Children's Games, Family Games
159;Conflict;1940;2;4;30;10;92;5,37;17780;1,38;267;Alliances;Wargames
159;Conflict;1940;2;4;30;10;92;5,37;17780;1,38;267;Dice Rolling;Wargames
159;Conflict;1940;2;4;30;10;92;5,37;17780;1,38;267;Grid Movement;Wargames
159;Conflict;1940;2;4;30;10;92;5,37;17780;1,38;267;Roll / Spin and Move;Wargames
159;Conflict;1940;2;4;30;10;92;5,37;17780;1,38;267;Square Grid;Wargames
159;Conflict;1940;2;4;30;10;92;5,37;17780;1,38;267;Static Capture;Wargames
160;Hex;1942;2;2;20;8;700;6,70;3366;2,78;569;Hexagon Grid;Abstract Games
160;Hex;1942;2;2;20;8;700;6,70;3366;2,78;569;Network and Route Building;Abstract Games
161;Super Farmer;1943;2;6;20;7;1328;5,72;9618;1,14;1960;Dice Rolling;Children's Games, Family Games
161;Super Farmer;1943;2;6;20;7;1328;5,72;9618;1,14;1960;Push Your Luck;Children's Games, Family Games
161;Super Farmer;1943;2;6;20;7;1328;5,72;9618;1,14;1960;Set Collection;Children's Games, Family Games
162;Tjuv och polis;1943;2;6;120;7;208;4,35;20167;1,55;268;Dice Rolling;Children's Games, Family Games
162;Tjuv och polis;1943;2;6;120;7;208;4,35;20167;1,55;268;Roll / Spin and Move;Children's Games, Family Games
163;Jägersro;1945;2;5;180;9;171;6,05;11839;1,88;233;Betting and Bluffing;Family Games, Thematic Games
163;Jägersro;1945;2;5;180;9;171;6,05;11839;1,88;233;Stock Holding;Family Games, Thematic Games
164;Stratego;1946;2;2;45;8;13826;6,09;2593;1,85;23834;Grid Movement;Abstract Games, Family Games
164;Stratego;1946;2;2;45;8;13826;6,09;2593;1,85;23834;Memory;Abstract Games, Family Games
164;Stratego;1946;2;2;45;8;13826;6,09;2593;1,85;23834;Secret Unit Deployment;Abstract Games, Family Games
164;Stratego;1946;2;2;45;8;13826;6,09;2593;1,85;23834;Square Grid;Abstract Games, Family Games
164;Stratego;1946;2;2;45;8;13826;6,09;2593;1,85;23834;Variable Set-up;Abstract Games, Family Games
165;Subbuteo;1947;2;2;20;6;1634;6,96;1714;1,84;1953;Flicking;Family Games, Thematic Games
165;Subbuteo;1947;2;2;20;6;1634;6,96;1714;1,84;1953;Simulation;Family Games, Thematic Games
166;Qubic;1947;2;6;15;10;203;5,37;18333;1,56;600;Paper-and-Pencil;Abstract Games
166;Qubic;1947;2;6;15;10;203;5,37;18333;1,56;600;Pattern Building;Abstract Games
167;Scrabble;1948;2;4;90;10;26734;6,28;1810;2,09;47733;End Game Bonuses;Family Games
167;Scrabble;1948;2;4;90;10;26734;6,28;1810;2,09;47733;Hand Management;Family Games
167;Scrabble;1948;2;4;90;10;26734;6,28;1810;2,09;47733;Square Grid;Family Games
167;Scrabble;1948;2;4;90;10;26734;6,28;1810;2,09;47733;Tile Placement;Family Games
168;Clue;1949;2;6;45;8;17534;5,67;8603;1,66;30807;Deduction;Family Games
168;Clue;1949;2;6;45;8;17534;5,67;8603;1,66;30807;Dice Rolling;Family Games
168;Clue;1949;2;6;45;8;17534;5,67;8603;1,66;30807;Grid Movement;Family Games
168;Clue;1949;2;6;45;8;17534;5,67;8603;1,66;30807;Memory;Family Games
168;Clue;1949;2;6;45;8;17534;5,67;8603;1,66;30807;Roll / Spin and Move;Family Games
168;Clue;1949;2;6;45;8;17534;5,67;8603;1,66;30807;Square Grid;Family Games
169;Candy Land;1949;2;4;30;3;4006;3,18;20342;1,08;5788;Roll / Spin and Move;Children's Games
170;APBA Pro Baseball;1951;1;2;30;10;273;7,00;5034;1,91;465;Dice Rolling;Thematic Games
170;APBA Pro Baseball;1951;1;2;30;10;273;7,00;5034;1,91;465;Simultaneous Action Selection;Thematic Games
171;Afrikan tähti;1951;2;5;45;6;1279;4,67;20298;1,09;1462;Point to Point Movement;Children's Games, Family Games
171;Afrikan tähti;1951;2;5;45;6;1279;4,67;20298;1,09;1462;Roll / Spin and Move;Children's Games, Family Games
172;Stadium Checkers;1952;2;4;30;6;153;5,57;15647;1,36;304;Area Movement;Abstract Games
172;Stadium Checkers;1952;2;4;30;6;153;5,57;15647;1,36;304;Point to Point Movement;Abstract Games
173;The Merry Game of Floundering;1952;2;6;20;4;48;4,38;19306;1;87;Dice Rolling;Children's Games
174;3D Tic Tac Toe;1953;2;2;1;6;106;4,22;19976;1,25;160;Pattern Building;Abstract Games
174;3D Tic Tac Toe;1953;2;2;1;6;106;4,22;19976;1,25;160;Pattern Recognition;Abstract Games
174;3D Tic Tac Toe;1953;2;2;1;6;106;4,22;19976;1,25;160;Set Collection;Abstract Games
175;Bondespelet;1953;2;6;90;7;301;4,38;20228;1,63;402;Dice Rolling;Family Games
175;Bondespelet;1953;2;6;90;7;301;4,38;20228;1,63;402;Roll / Spin and Move;Family Games
176;The Game of Y;1953;2;2;20;10;108;7,09;6947;2,50;124;Connections;Abstract Games
176;The Game of Y;1953;2;2;20;10;108;7,09;6947;2,50;124;Paper-and-Pencil;Abstract Games
177;Das Jagdspiel;1954;2;8;45;8;32;5,56;17264;1;73;Dice Rolling;Children's Games
177;Das Jagdspiel;1954;2;8;45;8;32;5,56;17264;1;73;Roll / Spin and Move;Children's Games
178;Explore Europe;1954;2;6;30;9;383;5,09;20081;1,42;970;Dice Rolling;Family Games
178;Explore Europe;1954;2;6;30;9;383;5,09;20081;1,42;970;Point to Point Movement;Family Games
178;Explore Europe;1954;2;6;30;9;383;5,09;20081;1,42;970;Roll / Spin and Move;Family Games
179;Rome & Carthage;1954;2;4;60;10;144;6,39;8845;2,13;335;Point to Point Movement;Wargames
179;Rome & Carthage;1954;2;4;60;10;144;6,39;8845;2,13;335;Simultaneous Action Selection;Wargames
180;Mille Bornes;1954;2;6;45;8;7331;5,70;7286;1,25;14944;Hand Management;Family Games
180;Mille Bornes;1954;2;6;45;8;7331;5,70;7286;1,25;14944;Take That;Family Games
180;Mille Bornes;1954;2;6;45;8;7331;5,70;7286;1,25;14944;Team-Based Game;Family Games
181;Careers;1955;2;6;60;8;2262;5,83;5724;1,50;4169;Dice Rolling;Family Games
181;Careers;1955;2;6;60;8;2262;5,83;5724;1,50;4169;Paper-and-Pencil;Family Games
181;Careers;1955;2;6;60;8;2262;5,83;5724;1,50;4169;Roll / Spin and Move;Family Games
181;Careers;1955;2;6;60;8;2262;5,83;5724;1,50;4169;Track Movement;Family Games
181;Careers;1955;2;6;60;8;2262;5,83;5724;1,50;4169;Variable Player Powers;Family Games
182;Sjörövarön;1955;2;6;60;8;105;5,56;17800;1,38;148;Roll / Spin and Move;Children's Games
183;Carla Cat;1955;2;8;20;5;596;5,73;9712;1,02;1030;Dice Rolling;Children's Games
183;Carla Cat;1955;2;8;20;5;596;5,73;9712;1,02;1030;Pattern Recognition;Children's Games
184;Yahtzee;1956;2;10;30;6;11832;5,39;20169;1,19;20650;Dice Rolling;Family Games
184;Yahtzee;1956;2;10;30;6;11832;5,39;20169;1,19;20650;Paper-and-Pencil;Family Games
184;Yahtzee;1956;2;10;30;6;11832;5,39;20169;1,19;20650;Push Your Luck;Family Games
184;Yahtzee;1956;2;10;30;6;11832;5,39;20169;1,19;20650;Re-rolling and Locking;Family Games
184;Yahtzee;1956;2;10;30;6;11832;5,39;20169;1,19;20650;Set Collection;Family Games
185;Eleusis;1956;4;8;20;10;184;7,38;4950;2,93;184;Induction;Abstract Games
185;Eleusis;1956;4;8;20;10;184;7,38;4950;2,93;184;Pattern Recognition;Abstract Games
186;Rack-O;1956;2;4;45;8;2604;5,76;6315;1,20;5519;Pattern Building;Family Games
187;Jotto;1956;2;2;20;12;83;6,35;10486;1,60;155;Paper-and-Pencil;Abstract Games
188;Troke;1956;2;4;30;10;58;6,01;14401;2,14;222;Point to Point Movement;Abstract Games
189;Curious George Match-a-Balloon Game;1957;1;4;10;3;38;3,62;19597;1;68;Dice Rolling;Children's Games
189;Curious George Match-a-Balloon Game;1957;1;4;10;3;38;3,62;19597;1;68;Pattern Recognition;Children's Games
189;Curious George Match-a-Balloon Game;1957;1;4;10;3;38;3,62;19597;1;68;Set Collection;Children's Games
190;5ive Straight;1958;2;9;20;7;283;6,26;6965;1,72;483;Hand Management;Family Games
190;5ive Straight;1958;2;9;20;7;283;6,26;6965;1,72;483;Pattern Building;Family Games
190;5ive Straight;1958;2;9;20;7;283;6,26;6965;1,72;483;Take That;Family Games
191;Dispatcher;1958;2;2;360;12;50;5,97;15455;2,63;247;Point to Point Movement;Strategy Games
192;Gettysburg;1958;2;2;360;12;312;5,72;14260;2,33;959;Dice Rolling;Wargames
192;Gettysburg;1958;2;2;360;12;312;5,72;14260;2,33;959;Grid Movement;Wargames
192;Gettysburg;1958;2;2;360;12;312;5,72;14260;2,33;959;Hexagon Grid;Wargames
192;Gettysburg;1958;2;2;360;12;312;5,72;14260;2,33;959;Measurement Movement;Wargames
192;Gettysburg;1958;2;2;360;12;312;5,72;14260;2,33;959;Paper-and-Pencil;Wargames
192;Gettysburg;1958;2;2;360;12;312;5,72;14260;2,33;959;Ratio / Combat Results Table;Wargames
192;Gettysburg;1958;2;2;360;12;312;5,72;14260;2,33;959;Simulation;Wargames
192;Gettysburg;1958;2;2;360;12;312;5,72;14260;2,33;959;Square Grid;Wargames
192;Gettysburg;1958;2;2;360;12;312;5,72;14260;2,33;959;Zone of Control;Wargames
193;Concentration;1958;2;5;30;10;200;5,23;19183;1,59;523;Memory;Family Games
193;Concentration;1958;2;5;30;10;200;5,23;19183;1,59;523;Set Collection;Family Games
194;Tactics II;1958;2;2;120;12;796;5,40;19872;2,05;1974;Dice Rolling;Wargames
194;Tactics II;1958;2;2;120;12;796;5,40;19872;2,05;1974;Grid Movement;Wargames
194;Tactics II;1958;2;2;120;12;796;5,40;19872;2,05;1974;Movement Points;Wargames
194;Tactics II;1958;2;2;120;12;796;5,40;19872;2,05;1974;Simulation;Wargames
194;Tactics II;1958;2;2;120;12;796;5,40;19872;2,05;1974;Square Grid;Wargames
195;Scrabble Junior;1958;2;4;30;5;536;4,70;20243;1,41;1825;Tile Placement;Children's Games
196;Football Strategy;1959;2;4;150;10;410;6,41;5239;1,56;852;Dice Rolling;Strategy Games
196;Football Strategy;1959;2;4;150;10;410;6,41;5239;1,56;852;Memory;Strategy Games
196;Football Strategy;1959;2;4;150;10;410;6,41;5239;1,56;852;Paper-and-Pencil;Strategy Games
196;Football Strategy;1959;2;4;150;10;410;6,41;5239;1,56;852;Rock-Paper-Scissors;Strategy Games
196;Football Strategy;1959;2;4;150;10;410;6,41;5239;1,56;852;Simulation;Strategy Games
196;Football Strategy;1959;2;4;150;10;410;6,41;5239;1,56;852;Simultaneous Action Selection;Strategy Games
196;Football Strategy;1959;2;4;150;10;410;6,41;5239;1,56;852;Track Movement;Strategy Games
197;Diplomacy;1959;2;7;360;12;12105;7,04;605;3,36;20189;Area Majority / Influence;Strategy Games, Wargames
197;Diplomacy;1959;2;7;360;12;12105;7,04;605;3,36;20189;Area Movement;Strategy Games, Wargames
197;Diplomacy;1959;2;7;360;12;12105;7,04;605;3,36;20189;Negotiation;Strategy Games, Wargames
197;Diplomacy;1959;2;7;360;12;12105;7,04;605;3,36;20189;Player Elimination;Strategy Games, Wargames
197;Diplomacy;1959;2;7;360;12;12105;7,04;605;3,36;20189;Prisoner's Dilemma;Strategy Games, Wargames
197;Diplomacy;1959;2;7;360;12;12105;7,04;605;3,36;20189;Simultaneous Action Selection;Strategy Games, Wargames
198;Risk;1959;2;6;120;10;30235;5,59;19515;2,08;47143;Area Movement;Family Games, Wargames
198;Risk;1959;2;6;120;10;30235;5,59;19515;2,08;47143;Dice Rolling;Family Games, Wargames
198;Risk;1959;2;6;120;10;30235;5,59;19515;2,08;47143;Player Elimination;Family Games, Wargames
198;Risk;1959;2;6;120;10;30235;5,59;19515;2,08;47143;Set Collection;Family Games, Wargames
199;Memory;1959;2;6;30;3;2480;4,73;20311;1,16;4033;Memory;Children's Games
199;Memory;1959;2;6;30;3;2480;4,73;20311;1,16;4033;Set Collection;Children's Games
199;Memory;1959;2;6;30;3;2480;4,73;20311;1,16;4033;Team-Based Game;Children's Games
200;U-Boat;1959;2;6;30;12;71;5,68;16603;2,30;298;Action Queue;Wargames
200;U-Boat;1959;2;6;30;12;71;5,68;16603;2,30;298;Dice Rolling;Wargames
200;U-Boat;1959;2;6;30;12;71;5,68;16603;2,30;298;Grid Movement;Wargames
200;U-Boat;1959;2;6;30;12;71;5,68;16603;2,30;298;Simulation;Wargames
200;U-Boat;1959;2;6;30;12;71;5,68;16603;2,30;298;Square Grid;Wargames
201;Hi Ho! Cherry-O;1960;2;4;10;3;1035;3,56;20325;1,03;1691;Cooperative Game;Children's Games
201;Hi Ho! Cherry-O;1960;2;4;10;3;1035;3,56;20325;1,03;1691;Roll / Spin and Move;Children's Games
202;Ten Commandments Bible Game;1960;2;6;150;6;52;4,71;19170;1,20;115;Cooperative Game;Abstract Games
202;Ten Commandments Bible Game;1960;2;6;150;6;52;4,71;19170;1,20;115;Pick-up and Deliver;Abstract Games
202;Ten Commandments Bible Game;1960;2;6;150;6;52;4,71;19170;1,20;115;Role Playing;Abstract Games
202;Ten Commandments Bible Game;1960;2;6;150;6;52;4,71;19170;1,20;115;Roll / Spin and Move;Abstract Games
202;Ten Commandments Bible Game;1960;2;6;150;6;52;4,71;19170;1,20;115;Set Collection;Abstract Games
203;Dutch Blitz;1960;2;4;15;8;2548;6,66;1846;1,28;5648;Pattern Building;Family Games, Party Games
204;Bughouse Chess;1960;4;4;10;10;335;7,40;3469;2,83;174;Grid Movement;Abstract Games
204;Bughouse Chess;1960;4;4;10;10;335;7,40;3469;2,83;174;Team-Based Game;Abstract Games
205;Baseball Strategy;1960;2;2;90;12;214;5,76;12952;1,79;501;Memory;Strategy Games
205;Baseball Strategy;1960;2;2;90;12;214;5,76;12952;1,79;501;Rock-Paper-Scissors;Strategy Games
205;Baseball Strategy;1960;2;2;90;12;214;5,76;12952;1,79;501;Simulation;Strategy Games
206;Malefiz;1960;2;6;60;8;1036;5,43;19781;1,20;1900;Roll / Spin and Move;Family Games
207;Barbie Queen of the Prom Game;1960;2;4;20;6;48;5,43;17982;1;134;Roll / Spin and Move;Children's Games
207;Barbie Queen of the Prom Game;1960;2;4;20;6;48;5,43;17982;1;134;Set Collection;Children's Games
208;Yacht Race;1960;2;6;60;12;114;7,13;6976;2;169;Action Points;Family Games
208;Yacht Race;1960;2;6;60;12;114;7,13;6976;2;169;Action Queue;Family Games
208;Yacht Race;1960;2;6;60;12;114;7,13;6976;2;169;Bias;Family Games
209;BRIDG-IT;1960;2;2;15;7;41;5,20;17981;1,83;73;Tile Placement;Abstract Games
210;The Game of Life;1960;2;6;60;8;10658;4,30;20338;1,18;16692;Roll / Spin and Move;Family Games
210;The Game of Life;1960;2;6;60;8;10658;4,30;20338;1,18;16692;Simulation;Family Games
211;Civil War Game 1863;1961;2;2;30;10;68;5,83;15663;1,63;184;Grid Movement;Wargames
211;Civil War Game 1863;1961;2;2;30;10;68;5,83;15663;1,63;184;Point to Point Movement;Wargames
211;Civil War Game 1863;1961;2;2;30;10;68;5,83;15663;1,63;184;Square Grid;Wargames
211;Civil War Game 1863;1961;2;2;30;10;68;5,83;15663;1,63;184;Static Capture;Wargames
212;Battle-Cry;1961;2;4;60;10;345;5,61;14351;1,63;839;Dice Rolling;Wargames
212;Battle-Cry;1961;2;4;60;10;345;5,61;14351;1,63;839;Grid Movement;Wargames
212;Battle-Cry;1961;2;4;60;10;345;5,61;14351;1,63;839;Point to Point Movement;Wargames
212;Battle-Cry;1961;2;4;60;10;345;5,61;14351;1,63;839;Roll / Spin and Move;Wargames
212;Battle-Cry;1961;2;4;60;10;345;5,61;14351;1,63;839;Square Grid;Wargames
213;Civil War;1961;2;2;90;10;60;5,80;16122;1,87;169;Dice Rolling;Wargames
213;Civil War;1961;2;2;90;10;60;5,80;16122;1,87;169;Grid Movement;Wargames
213;Civil War;1961;2;2;90;10;60;5,80;16122;1,87;169;Hexagon Grid;Wargames
213;Civil War;1961;2;2;90;10;60;5,80;16122;1,87;169;Movement Points;Wargames
213;Civil War;1961;2;2;90;10;60;5,80;16122;1,87;169;Ratio / Combat Results Table;Wargames
